"interaction_id","customer_id","lead_id","interaction_dt","channel","subject","details","listing_id","outcome"
295,1,282,"2025-10-24 22:08:58.196901","other","Administration state weight call leg structure.","Choice traditional trip produce want part. Sing player finish today high.
Level significant usually rule effect pass. Everyone research figure admit. Student body set.
Course member major best serious. Medical condition where chair suggest. Ready development into side clearly room that.
Environmental and garden budget management. Left yourself your join amount prepare.
Thought out system.",NULL,"no_response"
296,222,NULL,"2025-11-19 18:51:18.055409","call","White time beat floor record plan.","Possible me have. Leave better ready body upon development. Career court approach score exactly eight movie.
Black cup must. Media resource town fear board. Computer difficult week science yard.
Assume technology where. Economic subject maintain also another guess husband. Family right north bar list do.",73,"neutral"
297,183,303,"2025-10-10 07:52:32.444607","meeting","Nearly can beautiful admit.","Me fight guess speak against manage. Write reality cup whatever official. Maybe option write behind.
Process floor house it. Top process sometimes where view. Common indeed still nothing.
Full gas similar approach. Son glass arrive reflect necessary. Happy phone west effect face best task.
Military successful face newspaper national TV throw.",82,"follow_up_needed"
298,122,280,"2025-11-08 13:04:58.09715","email","Bad news history listen together make program.","Difficult analysis apply. The join marriage floor series energy list.
Maybe police accept society. Seem theory bed. Arrive study point return everybody. Open effort account behavior start easy skin.
Board produce next risk. Oil letter man chair. Economic large inside eye help.
International of better tough play. Deal however foreign set finally. Us picture opportunity.",45,"neutral"
299,40,185,"2025-01-13 14:41:48.380914","text","Movement sort oil myself audience help in.","Brother role off note citizen response leader laugh. Push maybe plant. Great turn social unit safe he. Last professional floor training less its degree program.
Administration total fish run in card pretty. Sister dog too not everything. Reality unit rest its none. Staff large land population name vote.
Able sea grow ball least there. Career eat able forward sometimes.",NULL,"neutral"
300,185,37,"2025-08-02 20:47:32.747542","meeting","Individual could production.","Scientist different fill person none man. Able national threat must however buy reflect.
Participant piece stock help eight. Health skin right another pay bit.
Receive really hot lawyer entire measure here nice. Arm three east suggest head table interest.
Quality people member budget. Account skill respond occur.",37,"follow_up_needed"
301,165,NULL,"2025-04-28 05:21:15.054505","meeting","Hair foreign southern consumer easy deal.","Only increase write feeling people give. Image age cultural customer mention resource. Hundred affect land far decade conference sound.
Work because hand huge.
Southern prepare party. Sister look medical between suffer enter final garden. Way every view ever once.
Get agency admit enter white. Street everyone way her. Out over election rule hair.",36,"follow_up_needed"
302,160,NULL,"2025-09-02 13:26:31.028952","email","Run night office.","Gun upon believe. Teach dream put walk probably stand.
Fish you care need. Majority size book reason treat collection. Without sea cause shoulder travel.
This into that. Both deep type pretty color hair increase.
Management hundred radio of. Man special believe. Party trouble change direction.",109,"follow_up_needed"
303,99,283,"2025-07-31 05:51:20.598465","text","Series investment close program.","Back practice face history. Spend benefit create candidate. About model table expect term whether through.
Center respond design cause catch. Task customer world news. Hotel second citizen edge family.
Sing walk must live particularly everyone letter. Kind fine event back.",NULL,"neutral"
304,217,310,"2025-09-01 12:26:33.81317","other","Last fish speak management response six season protect.","Interest get require billion investment community.
Crime strategy kitchen by partner.
Unit close military once can bring commercial. The range question accept seem near rock.
Meet again listen. Table order method consumer your oil can. Personal about region order.
Play quickly make bank anyone. Majority sing candidate suffer.",128,"neutral"
